i,joint_names,positions
1640,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09487421810626984, -0.7568535208702087, 2.1876792907714844, -0.035061225295066833, -1.0228615999221802, 1.8574415445327759, 0.019757525995373726, -1.0691150426864624, 1.8395365476608276, -0.05530287325382233, -0.895861029624939, 2.210932970046997]"
1641,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09404803812503815, -0.7448301911354065, 2.1546826362609863, -0.03680221736431122, -1.0270441770553589, 1.8577916622161865, 0.020736442878842354, -1.0752875804901123, 1.8385274410247803, -0.05483786761760712, -0.8831246495246887, 2.178807258605957]"
1642,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09235505759716034, -0.7345641255378723, 2.1193158626556396, -0.03854416310787201, -1.0312141180038452, 1.8581113815307617, 0.02171565778553486, -1.0814160108566284, 1.8374429941177368, -0.05386967957019806, -0.8708662390708923, 2.1437997817993164]"
1643,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08916543424129486, -0.723956286907196, 2.07228684425354, -0.04072268307209015, -1.0364073514938354, 1.8584671020507812, 0.022940175607800484, -1.0890138149261475, 1.8359814882278442, -0.052034005522727966, -0.8561232686042786, 2.0964980125427246]"
1644,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08916543424129486, -0.723956286907196, 2.07228684425354, -0.04072268307209015, -1.0364073514938354, 1.8584671020507812, 0.022940175607800484, -1.0890138149261475, 1.8359814882278442, -0.052034005522727966, -0.8561232686042786, 2.0964980125427246]"
1645,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08499743044376373, -0.7155722975730896, 2.023085594177246, -0.04290251433849335, -1.0415798425674438, 1.858775019645691, 0.024164991453289986, -1.0965406894683838, 1.8344025611877441, -0.04962639510631561, -0.8420218229293823, 2.0462679862976074]"
1646,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08010803163051605, -0.7093340754508972, 1.9733200073242188, -0.04508359730243683, -1.046730875968933, 1.859034538269043, 0.025390343740582466, -1.1039958000183105, 1.8327064514160156, -0.046794816851615906, -0.8288034200668335, 1.9948126077651978]"
1647,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07476098835468292, -0.7055474519729614, 1.9254670143127441, -0.04726599156856537, -1.0518603324890137, 1.859246015548706, 0.0266162920743227, -1.1113778352737427, 1.83089280128479, -0.04369165003299713, -0.8171293139457703, 1.9447352886199951]"
1648,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06920482218265533, -0.7051299214363098, 1.8832072019577026, -0.04944951832294464, -1.0569676160812378, 1.8594093322753906, 0.027842478826642036, -1.1186857223510742, 1.828961968421936, -0.04046158492565155, -0.8082791566848755, 1.8998559713363647]"
1649,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06475348770618439, -0.7083777785301208, 1.856889247894287, -0.051197245717048645, -1.0610374212265015, 1.8595051765441895, 0.02882389910519123, -1.1244781017303467, 1.8273332118988037, -0.03787030279636383, -0.8046151399612427, 1.8712494373321533]"
1650,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05931706726551056, -0.7192015647888184, 1.8391540050506592, -0.05338291823863983, -1.0661042928695679, 1.859581708908081, 0.030050741508603096, -1.1316502094268799, 1.8251919746398926, -0.034701868891716, -0.8068252801895142, 1.8505148887634277]"
1651,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05931706726551056, -0.7192015647888184, 1.8391540050506592, -0.05338291823863983, -1.0661042928695679, 1.859581708908081, 0.030050741508603096, -1.1316502094268799, 1.8251919746398926, -0.034701868891716, -0.8068252801895142, 1.8505148887634277]"
1652,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05931706726551056, -0.7192015647888184, 1.8391540050506592, -0.05338291823863983, -1.0661042928695679, 1.859581708908081, 0.030050741508603096, -1.1316502094268799, 1.8251919746398926, -0.034701868891716, -0.8068252801895142, 1.8505148887634277]"
1653,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05581925809383392, -0.7317699790000916, 1.839523434638977, -0.05716650187969208, -1.0765957832336426, 1.8633748292922974, 0.03217409551143646, -1.1457126140594482, 1.825102686882019, -0.03266124427318573, -0.8137701153755188, 1.8488692045211792]"
1654,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05443622171878815, -0.7371386885643005, 1.8404885530471802, -0.06008507311344147, -1.0881023406982422, 1.873552680015564, 0.03381069004535675, -1.1599891185760498, 1.8324124813079834, -0.03185422718524933, -0.8169192671775818, 1.849066972732544]"
1655,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.053053632378578186, -0.7424928545951843, 1.841410517692566, -0.06301073729991913, -1.1019489765167236, 1.8886809349060059, 0.03545011579990387, -1.1766277551651, 1.8447844982147217, -0.031047387048602104, -0.8200615048408508, 1.8492482900619507]"
1656,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.051210954785346985, -0.7496086955070496, 1.8425722122192383, -0.06690974533557892, -1.123002052307129, 1.91441011428833, 0.037633225321769714, -1.2014179229736328, 1.8670157194137573, -0.029971791431307793, -0.8242402672767639, 1.8494648933410645]"
1657,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.051210954785346985, -0.7496086955070496, 1.8425722122192383, -0.06690974533557892, -1.123002052307129, 1.91441011428833, 0.037633225321769714, -1.2014179229736328, 1.8670157194137573, -0.029971791431307793, -0.8242402672767639, 1.8494648933410645]"
1658,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04982955753803253, -0.7549279928207397, 1.8433928489685059, -0.06981717050075531, -1.140057921409607, 1.936531662940979, 0.03925974667072296, -1.221265435218811, 1.8866496086120605, -0.029165251180529594, -0.827366054058075, 1.849608063697815]"
1659,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04844863712787628, -0.7602319717407227, 1.8441704511642456, -0.0726914256811142, -1.1577084064483643, 1.9601316452026367, 0.040866270661354065, -1.2416746616363525, 1.9078847169876099, -0.02835903875529766, -0.8304848074913025, 1.849735140800476]"
1660,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04706813395023346, -0.7655202150344849, 1.8449046611785889, -0.07551179826259613, -1.1755818128585815, 1.9845287799835205, 0.04244150221347809, -1.2622512578964233, 1.9300496578216553, -0.027552945539355278, -0.8335963487625122, 1.8498457670211792]"
1661,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04568807780742645, -0.7707924246788025, 1.845595121383667, -0.07825370132923126, -1.1933636665344238, 2.0091755390167236, 0.04397161304950714, -1.2826560735702515, 1.9526097774505615, -0.02674718014895916, -0.8367006182670593, 1.8499400615692139]"
1662,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04430864751338959, -0.7760486006736755, 1.8462425470352173, -0.08089004456996918, -1.2107889652252197, 2.033639907836914, 0.04544137418270111, -1.3025996685028076, 1.975150465965271, -0.025941384956240654, -0.8397974371910095, 1.8500179052352905]"
1663,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04292966425418854, -0.7812883257865906, 1.846846342086792, -0.0833909660577774, -1.2276334762573242, 2.057586669921875, 0.04683418571949005, -1.3218337297439575, 1.9973567724227905, -0.025135917589068413, -0.8428869247436523, 1.8500795364379883]"
1664,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0415511280298233, -0.786511242389679, 1.8474067449569702, -0.08572544157505035, -1.2437100410461426, 2.0807626247406006, 0.0481330007314682, -1.3401477336883545, 2.01899790763855, -0.024330569431185722, -0.8459690809249878, 1.8501248359680176]"
1665,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0415511280298233, -0.786511242389679, 1.8474067449569702, -0.08572544157505035, -1.2437100410461426, 2.0807626247406006, 0.0481330007314682, -1.3401477336883545, 2.01899790763855, -0.024330569431185722, -0.8459690809249878, 1.8501248359680176]"
1666,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03971399366855621, -0.7934485077857971, 1.8480862379074097, -0.08852402865886688, -1.263684630393982, 2.1101531982421875, 0.04968784749507904, -1.3628323078155518, 2.0467023849487305, -0.023257149383425713, -0.8500667214393616, 1.8501595258712769]"
1667,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03787769377231598, -0.8003551363945007, 1.8486887216567993, -0.0908953994512558, -1.2817232608795166, 2.137561798095703, 0.05100299417972565, -1.383225440979004, 2.072887420654297, -0.022184116765856743, -0.8541508913040161, 1.8501653671264648]"
1668,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.035583630204200745, -0.8089439272880554, 1.8493329286575317, -0.09315313398838043, -1.301216721534729, 2.1688098907470703, 0.052251264452934265, -1.4051002264022827, 2.1033318042755127, -0.020843280479311943, -0.8592369556427002, 1.8501317501068115]"
1669,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.033291175961494446, -0.8174822330474854, 1.8498563766479492, -0.09451721608638763, -1.317052960395813, 2.196641445159912, 0.05300067365169525, -1.4226292371749878, 2.1312355995178223, -0.01950289122760296, -0.8643014430999756, 1.8500529527664185]"
1670,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.031000064685940742, -0.8259688019752502, 1.8502589464187622, -0.09489993751049042, -1.3290836811065674, 2.2211384773254395, 0.053203120827674866, -1.435604214668274, 2.1567223072052, -0.01816321723163128, -0.8693438768386841, 1.849928379058838]"
1671,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.028710441663861275, -0.834402322769165, 1.8505405187606812, -0.09424851834774017, -1.3372852802276611, 2.24249005317688, 0.05283014476299286, -1.4439475536346436, 2.1799821853637695, -0.01682404987514019, -0.8743640780448914, 1.849758505821228]"
1672,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.026422427967190742, -0.8427814841270447, 1.8507012128829956, -0.09254799783229828, -1.341745138168335, 2.2609496116638184, 0.051874175667762756, -1.4476964473724365, 2.2012271881103516, -0.015485449694097042, -0.8793619871139526, 1.8495434522628784]"
1673,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.024135993793606758, -0.8511052131652832, 1.8507410287857056, -0.08982081711292267, -1.3426426649093628, 2.2768020629882812, 0.0503474622964859, -1.4469819068908691, 2.2206592559814453, -0.014147325418889523, -0.8843368887901306, 1.8492828607559204]"
1674,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.02185101993381977, -0.859372079372406, 1.8506598472595215, -0.08612038195133209, -1.340232253074646, 2.2903435230255127, 0.04827986657619476, -1.4420150518417358, 2.238457679748535, -0.012809946201741695, -0.8892889618873596, 1.848976969718933]"
1675,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.019567744806408882, -0.8675808906555176, 1.850457787513733, -0.08152611553668976, -1.3348218202590942, 2.3018651008605957, 0.045714691281318665, -1.433066725730896, 2.254770278930664, -0.011472984217107296, -0.8942175507545471, 1.848625659942627]"
1676,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.017742233350872993, -0.8741053938865662, 1.8502092361450195, -0.07727132737636566, -1.328562617301941, 2.3098154067993164, 0.04333977401256561, -1.4232534170150757, 2.266831398010254, -0.01040391530841589, -0.8981434106826782, 1.8483119010925293]"
1677,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.017742233350872993, -0.8741053938865662, 1.8502092361450195, -0.07727132737636566, -1.328562617301941, 2.3098154067993164, 0.04333977401256561, -1.4232534170150757, 2.266831398010254, -0.01040391530841589, -0.8981434106826782, 1.8483119010925293]"
1678,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.015461877919733524, -0.882206380367279, 1.8497892618179321, -0.0713164359331131, -1.3186224699020386, 2.3183860778808594, 0.0400155633687973, -1.4079556465148926, 2.280749797821045, -0.009068026207387447, -0.9030291438102722, 1.8478788137435913]"
1679,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.013638780452311039, -0.8886430263519287, 1.849366545677185, -0.06611017882823944, -1.3091968297958374, 2.3242950439453125, 0.037108197808265686, -1.3935140371322632, 2.291003704071045, -0.007999702356755733, -0.9069205522537231, 1.8474998474121094]"
1680,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.011361257173120975, -0.8966324329376221, 1.8487293720245361, -0.05913655459880829, -1.2958557605743408, 2.330672264099121, 0.03321169316768646, -1.373005986213684, 2.302767038345337, -0.0066649457439780235, -0.9117627143859863, 1.8469853401184082]"
1681,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.009085581637918949, -0.904558002948761, 1.8479713201522827, -0.051734283566474915, -1.2810676097869873, 2.336090564727783, 0.029072092846035957, -1.3500864505767822, 2.3133933544158936, -0.005330814979970455, -0.916580080986023, 1.8464252948760986]"
1682,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.007266209460794926, -0.910851776599884, 1.847278118133545, -0.045560792088508606, -1.2683768272399902, 2.339829683303833, 0.025616781786084175, -1.330227017402649, 2.321089744567871, -0.004263832233846188, -0.9204162359237671, 1.8459447622299194]"
1683,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.005448059178888798, -0.9171031713485718, 1.8465073108673096, -0.03920440375804901, -1.255048394203186, 2.3430964946746826, 0.022055523470044136, -1.3091710805892944, 2.3280715942382812, -0.00319723691791296, -0.9242361783981323, 1.8454351425170898]"
1684,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.003630862571299076, -0.9233118891716003, 1.8456597328186035, -0.03269605338573456, -1.2411775588989258, 2.345923662185669, 0.018405364826321602, -1.2870463132858276, 2.334329128265381, -0.0021310588344931602, -0.9280398488044739, 1.8448965549468994]"
1685,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.001814858173020184, -0.9294769763946533, 1.844734787940979, -0.026061756536364555, -1.2268394231796265, 2.3483238220214844, 0.01468037161976099, -1.2639621496200562, 2.339839458465576, -0.0010653872741386294, -0.931827187538147, 1.8443291187286377]"
1686,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, -0.019323600456118584, -1.212090253829956, 2.3502893447875977, 0.010892168618738651, -1.2400109767913818, 2.344566822052002, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1687,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, -0.019323600456118584, -1.212090253829956, 2.3502893447875977, 0.010892168618738651, -1.2400109767913818, 2.344566822052002, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1688,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.0018137831939384341, -0.9416744112968445, 1.842653512954712, -0.012498929165303707, -1.1969695091247559, 2.3517909049987793, 0.0070503512397408485, -1.2152715921401978, 2.3484606742858887, 0.0010649721371009946, -0.9393521547317505, 1.8431072235107422]"
1689,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.003626360557973385, -0.9477055072784424, 1.8414973020553589, -0.00560425128787756, -1.181503176689148, 2.352778673171997, 0.003163621760904789, -1.1898107528686523, 2.351452589035034, 0.0021295705810189247, -0.9430896043777466, 1.842452883720398]"
1690,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.005890383385121822, -0.9551798701286316, 1.8399438858032227, 0.0030884603038430214, -1.1617079973220825, 2.353180170059204, -0.0017451484454795718, -1.157065510749817, 2.353795289993286, 0.003459678031504154, -0.9477373957633972, 1.8415942192077637]"
1691,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.008152618072926998, -0.9625813364982605, 1.8382701873779297, 0.011830911971628666, -1.1414183378219604, 2.352484703063965, -0.006692065857350826, -1.1234155893325806, 2.3543972969055176, 0.004789278842508793, -0.9523585438728333, 1.8406903743743896]"
1692,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.009961261413991451, -0.9684492945671082, 1.8368446826934814, 0.01883097179234028, -1.1248449087142944, 2.3509891033172607, -0.010660632513463497, -1.0959426164627075, 2.3534703254699707, 0.005852506496012211, -0.9560359716415405, 1.8399348258972168]"
1693,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.012220068834722042, -0.9757169485092163, 1.834955096244812, 0.02754010446369648, -1.1037298440933228, 2.3477296829223633, -0.015607847832143307, -1.0610663890838623, 2.3503363132476807, 0.007180945016443729, -0.9606083631515503, 1.8389496803283691]"
1694,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.014477117918431759, -0.9829085469245911, 1.8329453468322754, 0.03613121807575226, -1.0822278261184692, 2.3426625728607178, -0.020499212667346, -1.025820016860962, 2.3447563648223877, 0.008508727885782719, -0.9651533365249634, 1.8379194736480713]"
1695,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.014477117918431759, -0.9829085469245911, 1.8329453468322754, 0.03613121807575226, -1.0822278261184692, 2.3426625728607178, -0.020499212667346, -1.025820016860962, 2.3447563648223877, 0.008508727885782719, -0.9651533365249634, 1.8379194736480713]"
