i,joint_names,positions,pulse_position
1766,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07742179930210114, -0.8818795084953308, 2.335597038269043, -0.023765427991747856, -0.9953650236129761, 1.8544141054153442, 0.01340173278003931, -1.0279606580734253, 1.8442590236663818, -0.045131757855415344, -0.9931817650794983, 2.3446531295776367]","[1626.9069169461727, 1776.6246244401264, 381.1575280261239, 1532.6882780529559, 499.29951494894914, 2015.079098058456, 1651.844824431464, 1904.579277939335, 337.6777752576752, 1499.143140166998, 570.5243235871421, 2370.473188586656]"
1767,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0836416631937027, -0.8519476056098938, 2.3163585662841797, -0.02593482844531536, -1.0006932020187378, 1.8550972938537598, 0.014623002149164677, -1.0360100269317627, 1.8435983657836914, -0.04874129593372345, -0.9726210236549377, 2.3286938667297363]","[1636.298911422491, 1716.324146642031, 378.0179074903037, 1529.2823193408549, 501.9722599524874, 2015.8214774106548, 1653.8354935031384, 1919.4929431731894, 337.55681096731763, 1493.4761653840542, 558.7133907789279, 2354.3381773078786]"
1768,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0877424031496048, -0.8297748565673828, 2.297830104827881, -0.02767126075923443, -1.0049420595169067, 1.8556091785430908, 0.015600339509546757, -1.042404294013977, 1.8429851531982422, -0.0511234849691391, -0.9566990733146667, 2.3127622604370117]","[1642.4910287559032, 1671.655173657651, 374.9941570525808, 1526.556120608002, 504.1035911099983, 2016.3777113904735, 1655.4285534005612, 1931.3400780676507, 337.4445337551922, 1489.7361285984516, 549.5671697472277, 2338.231127146977]"
1769,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09163443744182587, -0.8046121597290039, 2.270688533782959, -0.029843134805560112, -1.0102360248565674, 1.8562058210372925, 0.01682247407734394, -1.0503391027450562, 1.8421121835708618, -0.05338875949382782, -0.9376109838485718, 2.2886605262756348]","[1648.368000537157, 1620.9626851830508, 370.56479104606507, 1523.1462783552706, 506.75917400023746, 2017.0260465253111, 1657.4206327460706, 1946.0414892208253, 337.28469588108743, 1486.1796475946903, 538.6021885986431, 2313.8639770951145]"
1770,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09163443744182587, -0.8046121597290039, 2.270688533782959, -0.029843134805560112, -1.0102360248565674, 1.8562058210372925, 0.01682247407734394, -1.0503391027450562, 1.8421121835708618, -0.05338875949382782, -0.9376109838485718, 2.2886605262756348]","[1648.368000537157, 1620.9626851830508, 370.56479104606507, 1523.1462783552706, 506.75917400023746, 2017.0260465253111, 1657.4206327460706, 1946.0414892208253, 337.28469588108743, 1486.1796475946903, 538.6021885986431, 2313.8639770951145]"
1771,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09404920041561127, -0.7825186252593994, 2.2391247749328613, -0.03201635181903839, -1.0155105590820312, 1.8567544221878052, 0.01804514415562153, -1.05820894241333, 1.8411215543746948, -0.05480162799358368, -0.9195204973220825, 2.259721279144287]","[1652.014292627573, 1576.4532969939683, 365.41374653736324, 1519.7343276441097, 509.4050097668956, 2017.622178051889, 1659.413584973663, 1960.6225273521784, 337.10331492604024, 1483.9614440500736, 528.2102714775496, 2284.6060418562674]"
1772,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09494011104106903, -0.7635697722434998, 2.203219175338745, -0.03419090807437897, -1.0207653045654297, 1.8572547435760498, 0.019268261268734932, -1.0660125017166138, 1.8400131464004517, -0.055334195494651794, -0.9024324417114258, 2.2258529663085938]","[1653.3595676720142, 1538.2791489968304, 359.55413575718694, 1516.320274323225, 512.0409190150602, 2018.1658468952285, 1661.407265868038, 1975.0807629144806, 336.9003690632209, 1483.1253130733967, 518.3941917714254, 2250.3647604885036]"
1773,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09433899819850922, -0.7476652264595032, 2.1631641387939453, -0.03636695444583893, -1.025999903678894, 1.857707142829895, 0.020491676405072212, -1.0737485885620117, 1.8387868404388428, -0.05500312149524689, -0.8862608075141907, 2.1871180534362793]","[1652.451887279749, 1506.2380284036158, 353.0173580235901, 1512.9038815200329, 514.6667223498188, 2018.6574416677975, 1663.4014325402677, 1989.4139872284325, 336.6758364657997, 1483.6450992524624, 509.1045420959325, 2211.2032865511615]"
1774,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09235505759716034, -0.7345641255378723, 2.1193158626556396, -0.03854416310787201, -1.0312141180038452, 1.8581113815307617, 0.02171565778553486, -1.0814160108566284, 1.8374429941177368, -0.05386967957019806, -0.8708662390708923, 2.1437997817993164]","[1649.456136971712, 1479.844696570384, 345.8615429291036, 1509.485663920641, 517.2823001745628, 2019.0967032946176, 1665.3965221904218, 2003.6199916147345, 336.42978261426583, 1485.424603074789, 500.26127084706326, 2167.4079804583444]"
1775,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08988948166370392, -0.7258930802345276, 2.0819058418273926, -0.04028691351413727, -1.0353704690933228, 1.8583998680114746, 0.022695230320096016, -1.087499976158142, 1.8362833261489868, -0.05245141685009003, -0.859022855758667, 2.106234312057495]","[1645.733117312193, 1462.3761053885312, 339.75641827418104, 1506.7495457828045, 519.3672278480317, 2019.4101840191545, 1666.9932254217565, 2014.892207287542, 336.2174512146631, 1487.6512755453587, 493.4579459263225, 2129.4288279277134]"
1776,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08589722216129303, -0.7170791625976562, 2.0330331325531006, -0.04246647655963898, -1.040547251701355, 1.858717441558838, 0.02392001636326313, -1.0950409173965454, 1.8347275257110596, -0.05014680325984955, -0.8447840213775635, 2.0564775466918945]","[1639.7048054635525, 1444.6196851966502, 331.78064131021716, 1503.3276318013668, 521.9640290052639, 2019.755271891124, 1668.989626672119, 2028.8638708001697, 335.9325892598712, 1491.2695188820362, 485.2785757047013, 2079.124125384698]"
1777,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08113087713718414, -0.7104026675224304, 1.9832144975662231, -0.044647231698036194, -1.0457024574279785, 1.8589866161346436, 0.025145219638943672, -1.1025104522705078, 1.833054780960083, -0.04738764464855194, -0.8313522934913635, 2.005092144012451]","[1632.507624477148, 1431.1692926641851, 323.6504940929956, 1499.9038462340832, 524.5500066694399, 2020.0477675423654, 1670.9867080114782, 2042.7032344227587, 335.62631518511523, 1495.6013979017735, 477.562840542903, 2027.1728504605935]"
1778,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08113087713718414, -0.7104026675224304, 1.9832144975662231, -0.044647231698036194, -1.0457024574279785, 1.8589866161346436, 0.025145219638943672, -1.1025104522705078, 1.833054780960083, -0.04738764464855194, -0.8313522934913635, 2.005092144012451]","[1632.507624477148, 1431.1692926641851, 323.6504940929956, 1499.9038462340832, 524.5500066694399, 2020.0477675423654, 1670.9867080114782, 2042.7032344227587, 335.62631518511523, 1495.6013979017735, 477.562840542903, 2027.1728504605935]"
1779,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07585479319095612, -0.7060753703117371, 1.9347282648086548, -0.04682938754558563, -1.0508363246917725, 1.8592077493667603, 0.02637098915874958, -1.1099072694778442, 1.831264853477478, -0.04432685673236847, -0.8192897439002991, 1.9544774293899536]","[1624.5407377183437, 1422.4515679549374, 315.73778812601483, 1496.4778615534306, 527.125280437168, 2020.2880595853471, 1672.9847123287618, 2056.4078686080798, 335.2985853367358, 1500.4068349301815, 470.63361752638144, 1976.0007506531442]"
1780,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07032199203968048, -0.7048730254173279, 1.8909852504730225, -0.0490126758813858, -1.0559478998184204, 1.8593804836273193, 0.027597175911068916, -1.1172301769256592, 1.829357624053955, -0.04111136496067047, -0.8097357153892517, 1.9081828594207764]","[1616.1862079799175, 1420.0293373373763, 308.5991512210213, 1493.0500988662243, 529.6893719220149, 2020.475759407601, 1674.9833967350423, 2069.975564676833, 334.9493778879031, 1505.4551570117474, 465.1453918606985, 1929.1963702931153]"
1781,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06475348770618439, -0.7083777785301208, 1.856889247894287, -0.051197245717048645, -1.0610374212265015, 1.8595051765441895, 0.02882389910519123, -1.1244781017303467, 1.8273332118988037, -0.03787030279636383, -0.8046151399612427, 1.8712494373321533]","[1607.7777664363384, 1427.0899738787505, 303.03485744707706, 1489.6203242242336, 532.2424007205889, 2020.6112556215949, 1676.9829555414617, 2083.404334817649, 334.5787146654469, 1510.5436246097088, 462.2039234053167, 1891.856225723583]"
1782,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06038810312747955, -0.7162871360778809, 1.841004490852356, -0.052945658564567566, -1.0650928020477295, 1.8595703840255737, 0.029805408790707588, -1.130221962928772, 1.8256295919418335, -0.03532646596431732, -0.8056219220161438, 1.8529727458953857]","[1601.1860357224941, 1443.0240774013816, 300.44254609019794, 1486.875316053629, 534.276679230419, 2020.6821126283394, 1678.5828163288534, 2094.0464142863166, 334.26678744179117, 1514.5374484360218, 462.7822602929519, 1873.3782656021501]"
1783,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06038810312747955, -0.7162871360778809, 1.841004490852356, -0.052945658564567566, -1.0650928020477295, 1.8595703840255737, 0.029805408790707588, -1.130221962928772, 1.8256295919418335, -0.03532646596431732, -0.8056219220161438, 1.8529727458953857]","[1601.1860357224941, 1443.0240774013816, 300.44254609019794, 1486.875316053629, 534.276679230419, 2020.6821126283394, 1678.5828163288534, 2094.0464142863166, 334.26678744179117, 1514.5374484360218, 462.7822602929519, 1873.3782656021501]"
1784,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05535818636417389, -0.7335611581802368, 1.8398501873016357, -0.05813835561275482, -1.080129861831665, 1.8661315441131592, 0.03271926939487457, -1.1501673460006714, 1.826891303062439, -0.032392218708992004, -0.8148204684257507, 1.8489367961883545]","[1593.5908614099026, 1477.824129715253, 300.2541696362227, 1478.722781687975, 541.8196373194272, 2027.8117265117214, 1683.3324091136456, 2131.0007111175755, 334.49780260764186, 1519.1442166268826, 468.0662824657773, 1869.2978707453103]"
1785,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05351443588733673, -0.7407098412513733, 1.8411080837249756, -0.06203509867191315, -1.097113013267517, 1.8831696510314941, 0.03490360081195831, -1.1708592176437378, 1.840179443359375, -0.03131626546382904, -0.8190147876739502, 1.8491896390914917]","[1590.8067981898785, 1492.2257869191596, 300.4594519188156, 1472.6048950850964, 550.3388027241407, 2046.3260017328605, 1686.892869323492, 2169.3380829261664, 336.93081749069273, 1520.8334632217884, 470.4756713975163, 1869.5534980341617]"
1786,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05351443588733673, -0.7407098412513733, 1.8411080837249756, -0.06203509867191315, -1.097113013267517, 1.8831696510314941, 0.03490360081195831, -1.1708592176437378, 1.840179443359375, -0.03131626546382904, -0.8190147876739502, 1.8491896390914917]","[1590.8067981898785, 1492.2257869191596, 300.4594519188156, 1472.6048950850964, 550.3388027241407, 2046.3260017328605, 1686.892869323492, 2169.3380829261664, 336.93081749069273, 1520.8334632217884, 470.4756713975163, 1869.5534980341617]"
1787,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.051671579480171204, -0.747832179069519, 1.842288851737976, -0.06593643128871918, -1.117522120475769, 1.9075043201446533, 0.037088438868522644, -1.195003867149353, 1.8609651327133179, -0.030240608379244804, -0.8231968283653259, 1.849413514137268]","[1588.0240850150585, 1506.574369270153, 300.6521472380994, 1466.479802876711, 560.5765115926247, 2072.7690076099716, 1690.454155355692, 2214.0726734577606, 340.7366090027132, 1522.5222448445857, 472.87800702282857, 1869.7798384624803]"
1788,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04982955753803253, -0.7549279928207397, 1.8433928489685059, -0.06981717050075531, -1.140057921409607, 1.936531662940979, 0.03925974667072296, -1.221265435218811, 1.8866496086120605, -0.029165251180529594, -0.827366054058075, 1.849608063697815]","[1585.2426318824291, 1520.8695165316751, 300.8323139571188, 1460.3870423138142, 571.8810222076435, 2104.311256760386, 1693.9933870732784, 2262.7294366893652, 345.4393522556131, 1524.2105556465685, 475.27298118754993, 1869.976530464086]"
1789,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04844863712787628, -0.7602319717407227, 1.8441704511642456, -0.0726914256811142, -1.1577084064483643, 1.9601316452026367, 0.040866270661354065, -1.2416746616363525, 1.9078847169876099, -0.02835903875529766, -0.8304848074913025, 1.849735140800476]","[1583.1574420630932, 1531.5548533219935, 300.95921467066637, 1455.8744616806507, 580.7349385191452, 2129.955923089844, 1696.6120211780071, 2300.5431306360506, 349.32743091571143, 1525.4763091541827, 477.06452101992375, 1870.1050069798405]"
1790,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04706813395023346, -0.7655202150344849, 1.8449046611785889, -0.07551179826259613, -1.1755818128585815, 1.9845287799835205, 0.04244150221347809, -1.2622512578964233, 1.9300496578216553, -0.027552945539355278, -0.8335963487625122, 1.8498457670211792]","[1581.0728822648525, 1542.2084892951873, 301.07903400145574, 1451.446476727724, 589.7006776594596, 2156.466806611442, 1699.1796486079693, 2338.666923156382, 353.38575884769523, 1526.7418755032122, 478.85191789075566, 1870.2168514513419]"
1791,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04568807780742645, -0.7707924246788025, 1.845595121383667, -0.07825370132923126, -1.1933636665344238, 2.0091755390167236, 0.04397161304950714, -1.2826560735702515, 1.9526097774505615, -0.02674718014895916, -0.8367006182670593, 1.8499400615692139]","[1578.988997489214, 1552.8298240569927, 301.1917135864423, 1447.141688913107, 598.6204917021655, 2183.2489416360063, 1701.6737292706966, 2376.4724449896594, 357.5164427202303, 1528.0069271661341, 480.6351375606941, 1870.3121844006496]"
1792,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04568807780742645, -0.7707924246788025, 1.845595121383667, -0.07825370132923126, -1.1933636665344238, 2.0091755390167236, 0.04397161304950714, -1.2826560735702515, 1.9526097774505615, -0.02674718014895916, -0.8367006182670593, 1.8499400615692139]","[1578.988997489214, 1552.8298240569927, 301.1917135864423, 1447.141688913107, 598.6204917021655, 2183.2489416360063, 1701.6737292706966, 2376.4724449896594, 357.5164427202303, 1528.0069271661341, 480.6351375606941, 1870.3121844006496]"
1793,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.043848827481269836, -0.7777970433235168, 1.8464486598968506, -0.08174030482769012, -1.2164781093597412, 2.041693687438965, 0.04591493308544159, -1.309100866317749, 1.9826024770736694, -0.025672895833849907, -0.8408280611038208, 1.8500401973724365]","[1576.2117294967175, 1566.941250673816, 301.33100671981657, 1441.6677214205265, 610.2152632856642, 2218.584437090806, 1704.8413409292698, 2425.4686822295935, 363.00800759953273, 1529.6935535408556, 483.00610993995383, 1870.4134229308877]"
1794,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04201065003871918, -0.7847720980644226, 1.8472248315811157, -0.08496786653995514, -1.2384469509124756, 2.0731358528137207, 0.04771174490451813, -1.3341572284698486, 2.0118582248687744, -0.024599088355898857, -0.844942569732666, 1.8501116037368774]","[1573.436081558466, 1580.9931181796778, 301.4576739811853, 1436.6004495322704, 621.2353731660126, 2252.7507271655772, 1707.7701441943645, 2471.8924706894272, 368.364639017451, 1531.3794312812388, 485.36965237991944, 1870.4856156447124]"
1795,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04063241183757782, -0.7899836897850037, 1.8477561473846436, -0.08717362582683563, -1.253922939300537, 2.095691442489624, 0.04893796145915985, -1.351757287979126, 2.033029317855835, -0.023793859407305717, -0.8480195999145508, 1.8501458168029785]","[1571.3549418747425, 1591.4923327482422, 301.54438201127596, 1433.137407451868, 628.998508611004, 2277.260515549718, 1709.7688771784306, 2504.5014118668964, 372.24099666998495, 1532.64364073053, 487.1372246661832, 1870.520205475877]"
1796,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.039254769682884216, -0.7951781749725342, 1.848244309425354, -0.08915971219539642, -1.268385648727417, 2.117199182510376, 0.05004064738750458, -1.3681570291519165, 2.0533971786499023, -0.022988809272646904, -0.8510890603065491, 1.8501638174057007]","[1569.2747022211552, 1601.957084686069, 301.6240475673049, 1430.0192518532276, 636.2533584704828, 2300.631669401347, 1711.5662552416325, 2534.8864338577227, 375.9702851438056, 1533.9075694419444, 488.90044855479556, 1870.538404306908]"
1797,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03741873800754547, -0.8020768165588379, 1.8488271236419678, -0.09141306579113007, -1.2859026193618774, 2.144083261489868, 0.05128960311412811, -1.3879330158233643, 2.079181671142578, -0.021915925666689873, -0.8551698327064514, 1.8501622676849365]","[1566.5022943913937, 1615.8550111027125, 301.7191598758338, 1426.4814867079258, 645.0403006813052, 2329.8449640284357, 1713.6020530760288, 2571.526877360526, 380.69134110684803, 1535.591996703297, 491.24461152176366, 1870.5368375201306]"
1798,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03512512147426605, -0.8106556534767151, 1.849447250366211, -0.0935005396604538, -1.3046830892562866, 2.1746487617492676, 0.052442893385887146, -1.408962368965149, 2.1091134548187256, -0.02057514898478985, -0.8602516651153564, 1.8501198291778564]","[1563.0389334261417, 1633.1378402993696, 301.82036139536075, 1423.2041527330875, 654.4610451181098, 2363.0586354055854, 1715.481916218996, 2610.4895262787986, 386.17175247615893, 1537.69701609388, 494.16382439861474, 1870.493931666839]"
1799,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03512512147426605, -0.8106556534767151, 1.849447250366211, -0.0935005396604538, -1.3046830892562866, 2.1746487617492676, 0.052442893385887146, -1.408962368965149, 2.1091134548187256, -0.02057514898478985, -0.8602516651153564, 1.8501198291778564]","[1563.0389334261417, 1633.1378402993696, 301.82036139536075, 1423.2041527330875, 654.4610451181098, 2363.0586354055854, 1715.481916218996, 2610.4895262787986, 386.17175247615893, 1537.69701609388, 494.16382439861474, 1870.493931666839]"
1800,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03283281624317169, -0.8191837072372437, 1.8499464988708496, -0.09467442333698273, -1.3197658061981201, 2.2018024921417236, 0.053086116909980774, -1.4255926609039307, 2.1365208625793457, -0.019234968349337578, -0.8653116226196289, 1.8500316143035889]","[1559.5775525271893, 1650.3183623134885, 301.90183620577574, 1421.3611553609371, 662.0269059576183, 2392.5649438338733, 1716.5303705632687, 2641.301706846144, 391.1899588991306, 1539.80109969154, 497.07047143343385, 1870.4047453425817]"
1801,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.030542002990841866, -0.8276597261428833, 1.8503247499465942, -0.09485329687595367, -1.331028938293457, 2.2256529331207275, 0.05317510664463043, -1.4376437664031982, 2.161545753479004, -0.01789538376033306, -0.8703497648239136, 1.8498982191085815]","[1556.1184245161712, 1667.3940554891612, 301.9635648527306, 1421.0803239047527, 667.6767693329605, 2418.4817684287245, 1716.6754238307476, 2663.6296876204106, 395.7719343031405, 1541.904247496277, 499.9645868655725, 1870.269881157657]"
1802,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.028252707794308662, -0.8360824584960938, 1.850582242012024, -0.09399227797985077, -1.3384723663330078, 2.2464046478271484, 0.052685514092445374, -1.4450621604919434, 2.1843857765197754, -0.016556276008486748, -0.8753655552864075, 1.8497192859649658]","[1552.661588769406, 1684.3623981704804, 302.0055862449217, 1422.4321235716343, 671.4105754458325, 2441.0313955220836, 1715.877387970686, 2677.374298901052, 399.9538675718791, 1544.0066466666758, 502.8458625408666, 1870.088977545886]"
1803,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.025964992120862007, -0.8444507718086243, 1.8507188558578491, -0.09208358824253082, -1.3422024250030518, 2.2643191814422607, 0.051613643765449524, -1.4479047060012817, 2.205252170562744, -0.015217705629765987, -0.8803587555885315, 1.8494949340820312]","[1549.2071381025016, 1701.2211088592442, 302.02788092800085, 1425.4287664592266, 673.281664383561, 2460.498030365865, 1714.1302393376827, 2682.640894690653, 403.77443584762597, 1546.1082021612674, 505.71416150190964, 1869.8621550293285]"
